Customer ID,Tenure,Geography ID,Completed tutorial,Subscription ID,Role,Company ID,Rating,Theme,Original Score
10000145,26,3,yes,2,1,2,High,price,9
10000146,5,4,yes,2,1,2,High,price,10
10000148,13,2,yes,2,1,2,High,speed,6
10000149,4,1,yes,2,1,2,High,speed,6
10000150,22,3,no,2,1,2,High,features,9
10000151,3,1,yes,2,1,2,High,services,9
10000152,17,4,yes,2,1,2,High,price,10
10000153,41,1,yes,2,1,3,High,security,7
10000154,6,1,yes,2,1,2,High,price,7
10000155,25,1,yes,2,1,2,High,price,9
10000156,23,4,yes,2,1,2,High,services,7
10000157,11,2,yes,2,1,1,High,features,10
10000158,12,1,yes,2,1,1,High,services,10
10000159,24,1,yes,2,1,2,High,price,7
10000160,4,1,yes,2,1,2,High,features,6
10000162,19,2,yes,2,1,2,High,speed,8
10000163,5,1,yes,2,1,2,High,features,8
10000164,27,3,no,2,1,2,High,price,10
10000165,8,1,yes,2,1,2,High,price,9
10000166,16,1,yes,1,1,2,High,services,9
10000167,4,4,yes,2,1,2,High,design,9
10000168,29,3,no,2,1,1,High,security,7
10000169,40,1,yes,2,1,3,High,reliability,9
10000170,8,1,yes,2,1,3,High,reliability,9
10000171,4,1,yes,2,1,2,High,navigation,10
10000172,25,1,yes,2,1,2,High,features,8
10000173,22,1,yes,2,1,2,High,services,10
10000174,14,1,yes,2,1,2,High,speed,7
10000175,2,2,yes,2,1,2,High,services,7
10000176,18,1,yes,2,1,3,High,features,8
10000177,19,1,yes,2,1,2,High,services,7
10000178,15,1,yes,2,1,2,High,features,6
10000179,23,2,yes,2,1,2,High,reliability,8
10000181,2,4,yes,2,1,3,High,services,8
10000182,7,1,no,2,1,2,High,speed,6
10000183,26,1,yes,1,1,1,High,price,9
10000184,3,2,yes,2,1,1,High,speed,8
10000185,3,1,yes,2,1,2,High,security,7
10000186,14,2,yes,2,1,2,High,speed,9
10000187,15,2,yes,2,1,2,High,speed,7
10000188,12,1,yes,2,1,2,High,reliability,7
10000190,9,1,yes,2,1,1,High,price,6
10000191,24,1,yes,2,1,2,High,services,6
10000192,7,2,no,1,1,3,High,features,7
10000193,9,2,yes,2,1,2,High,speed,10
10000194,48,3,yes,2,1,3,High,price,7
10000195,5,1,yes,2,1,2,High,reliability,6
10000196,3,2,yes,2,1,2,High,support,6
10000197,15,1,yes,2,1,2,High,price,9
10000198,3,4,yes,2,1,1,High,usability,9
10000199,27,1,yes,2,1,2,High,services,8
10000200,19,1,yes,2,1,2,High,services,10
10000201,19,2,yes,1,1,2,High,speed,7
10000202,11,2,yes,2,1,2,High,speed,10
10000203,1,4,yes,2,1,1,High,services,8
10000204,14,1,yes,2,1,2,High,security,10
10000205,11,1,yes,2,1,2,High,price,8
10000206,12,1,yes,2,1,2,High,security,9
10000207,19,3,no,2,1,3,High,other,9
10000208,20,1,yes,2,1,2,High,services,10
10000209,7,3,yes,2,1,2,High,price,10
10000210,6,2,yes,2,1,2,High,features,6
10000211,3,4,no,2,1,2,High,governance,6
10000212,6,4,no,2,1,2,High,navigation,8
10000213,10,3,no,2,1,2,High,other,6
10000214,10,2,yes,1,1,2,High,speed,10
10000215,8,1,yes,2,1,2,High,navigation,8
10000216,19,3,yes,2,1,2,High,price,6
10000217,29,1,yes,2,1,3,High,design,7
10000218,8,1,no,1,1,2,High,security,9
10000219,12,4,yes,2,1,3,High,features,8
10000220,3,3,yes,2,1,2,High,price,6
10000221,15,4,yes,2,1,2,High,speed,10
10000222,19,2,yes,2,1,1,High,speed,8
10000223,10,4,no,2,1,2,High,price,8
10000224,23,1,yes,2,1,3,High,services,7
10000225,27,3,yes,2,1,2,High,price,7
10000226,24,1,yes,2,1,2,High,services,10
10000227,18,1,yes,2,1,2,High,design,8
10000228,8,4,no,2,1,2,High,price,7
10000229,6,3,yes,2,1,2,High,price,6
10000230,18,3,yes,2,1,2,High,price,6
10000231,9,1,yes,2,1,3,High,reliability,7
10000232,21,3,yes,2,1,2,High,price,8
10000233,25,1,yes,2,1,3,High,reliability,7
10000234,1,3,yes,1,1,3,High,price,7
10000235,18,1,yes,1,1,2,High,features,9
10000236,21,4,yes,2,1,2,High,design,10
10000237,4,1,no,2,1,2,High,reliability,10
10000238,9,1,yes,2,1,2,High,features,8
10000239,7,2,yes,2,1,2,High,speed,6
10000240,4,4,no,2,1,2,High,speed,6
10000241,30,1,yes,2,1,1,High,price,10
10000242,5,2,yes,2,1,2,High,speed,10
10000243,16,1,yes,2,1,2,High,price,10
10000244,24,1,yes,2,1,2,High,services,8
10000245,2,1,yes,2,1,2,High,reliability,10
10000246,6,1,yes,1,1,2,High,price,6
10000247,23,1,yes,2,1,1,High,services,8
10000248,5,1,yes,2,1,3,High,features,6
10000249,3,2,yes,2,1,1,High,speed,7
10000250,7,3,yes,2,1,2,High,price,8
10000251,19,1,yes,2,1,3,High,design,10
10000252,29,1,yes,2,1,1,High,features,6
10000254,25,1,yes,2,1,2,High,price,8
10000255,21,1,yes,2,1,2,High,price,6
10000256,18,2,yes,2,1,1,High,speed,10
10000257,14,1,yes,2,1,2,High,features,10
10000258,1,2,yes,2,1,3,High,speed,9
10000259,15,3,yes,2,1,2,High,design,10
10000260,26,2,yes,2,1,1,High,usability,6
10000261,10,2,yes,2,1,1,High,speed,10
10000262,19,1,yes,2,1,3,High,reliability,10
10000263,1,3,yes,1,1,2,High,price,7
10000264,5,3,yes,2,1,2,High,price,10
10000265,14,3,yes,2,1,3,High,price,9
10000266,10,1,yes,2,1,2,High,features,9
10000267,25,1,no,2,1,3,High,design,9
10000268,20,1,yes,2,1,2,High,reliability,6
10000269,27,1,yes,2,1,2,High,security,10
10000270,15,1,yes,2,1,3,High,services,9
10000271,6,1,no,2,1,2,High,services,6
10000272,29,1,yes,2,1,1,High,services,10
10000273,11,2,no,2,1,2,High,support,10
10000274,18,3,yes,2,1,2,High,price,10
10000275,16,1,yes,1,1,2,High,reliability,10
10000276,14,2,no,2,1,2,High,features,10
10000277,16,3,yes,2,1,2,High,price,8
10000278,26,1,yes,2,1,1,High,price,6
10000279,26,1,yes,2,1,1,High,reliability,8
10000280,20,1,yes,2,1,2,High,reliability,8
10000281,21,2,yes,2,1,1,High,features,8
10000282,19,1,yes,2,1,2,High,price,10
10000283,21,1,yes,2,1,2,High,support,10
10000284,23,2,yes,2,1,2,High,speed,6
10000285,10,4,yes,2,1,1,High,features,8
10000286,43,1,yes,2,1,1,High,usability,6
10000287,8,2,no,2,1,2,High,speed,6
10000288,10,1,yes,2,1,2,High,features,7
10000289,26,3,yes,2,1,3,High,features,9
10000290,18,1,yes,2,1,1,High,price,6
10000291,41,1,yes,2,1,1,High,usability,8
10000292,11,3,yes,2,1,3,High,price,9
10000293,16,1,yes,2,1,2,High,features,7
10000294,27,4,yes,2,1,2,High,price,10
10000295,17,1,yes,2,1,2,High,reliability,6
10000296,18,1,yes,2,1,2,High,security,7
10000297,3,1,yes,2,1,1,High,services,7
10000298,5,4,yes,2,1,2,High,services,6
10000299,11,1,yes,2,1,2,High,features,6
10000300,14,2,yes,2,1,2,High,speed,10
10000301,5,1,yes,2,1,2,High,price,7
10000302,10,1,yes,1,1,2,High,price,7
10000303,17,4,yes,2,1,2,High,speed,6
10000304,23,1,yes,2,1,2,High,reliability,9
10000305,24,4,yes,2,1,2,High,features,7
10000306,14,3,yes,1,1,3,High,services,7
10000307,2,1,yes,1,1,3,High,services,8
10000308,24,2,no,2,1,1,High,reliability,10
10000309,24,1,yes,2,1,2,High,reliability,7
10000310,28,1,yes,1,1,2,High,price,8
10000311,3,1,yes,2,1,1,High,features,7
10000312,25,3,no,2,1,1,High,security,9
10000313,12,1,yes,2,1,2,High,price,8
10000314,3,1,yes,2,1,2,High,price,7
10000315,8,4,yes,2,1,2,High,price,6
10000316,2,1,yes,2,1,2,High,speed,10
10000317,21,2,no,2,1,3,High,features,7
10000318,6,1,yes,2,1,1,High,reliability,10
10000319,12,2,no,2,1,1,High,speed,6
10000320,2,1,yes,2,1,1,High,price,9
10000321,16,2,yes,2,1,2,High,features,6
10000323,1,1,yes,2,1,2,High,price,9
10000324,12,1,no,2,1,2,High,price,7
10000325,25,4,yes,2,1,2,High,price,7
10000326,3,1,yes,2,1,1,High,price,7
10000327,4,2,yes,2,1,1,High,speed,8
10000328,21,2,yes,2,1,3,High,speed,9
10000329,15,1,yes,2,1,2,High,price,6
10000330,2,1,yes,2,1,1,High,reliability,6
10000331,14,1,yes,1,1,2,High,features,8
10000332,2,1,no,2,1,1,High,reliability,6
10000333,20,1,yes,2,1,1,High,services,10
10000334,3,1,yes,2,1,1,High,price,10
10000336,21,1,yes,2,1,3,High,price,6
10000337,18,3,yes,2,1,2,High,price,6
10000338,29,2,yes,2,1,2,High,speed,9
10000339,13,4,no,2,1,2,High,services,10
10000340,17,1,yes,2,1,2,High,features,6
10000341,6,3,yes,2,1,2,High,price,10
10000342,20,2,yes,2,1,2,High,services,6
10000343,17,2,yes,2,1,2,High,speed,7
10000344,16,2,yes,2,1,1,High,speed,7
10000345,26,1,yes,2,1,2,High,price,7
10000346,11,1,yes,2,1,2,High,reliability,6
10000347,26,1,yes,2,1,2,High,price,9
10000348,2,4,no,2,1,3,High,governance,7
10000349,23,1,yes,2,1,1,High,reliability,10
10000350,26,1,yes,2,1,1,High,price,9
10000351,2,2,yes,2,1,1,High,design,7
10000352,14,1,yes,2,1,2,High,price,6
10000353,16,2,yes,2,1,1,High,reliability,6
10000354,29,2,yes,2,1,2,High,speed,7
10000355,22,1,yes,2,1,2,High,services,8
10000356,2,1,yes,2,1,2,High,services,10
10000358,25,1,yes,2,1,2,High,reliability,7
10000359,8,2,yes,2,1,2,High,features,9
10000360,5,1,yes,2,1,3,High,reliability,10
10000361,23,2,yes,2,1,3,High,speed,7
10000362,11,2,yes,2,1,3,High,reliability,10
10000363,37,1,yes,2,1,1,High,usability,6
10000364,6,1,yes,2,1,2,High,services,8
10000365,8,1,yes,1,1,2,High,reliability,8
10000366,12,1,no,2,1,2,High,price,7
10000367,47,1,yes,2,1,1,High,reliability,10
10000368,11,4,yes,2,1,2,High,price,6
10000369,17,1,yes,2,1,1,High,price,6
10000370,20,1,no,2,1,1,High,reliability,9
10000371,5,3,yes,2,1,2,High,price,6
10000372,8,2,yes,2,1,2,High,speed,10
10000373,25,1,yes,2,1,2,High,price,8
10000374,19,1,yes,2,1,2,High,price,8
10000375,22,1,yes,1,1,2,High,services,6
10000376,24,1,no,2,1,2,High,speed,10
10000377,6,4,no,2,1,2,High,reliability,7
10000378,14,1,yes,2,1,2,High,price,10
10000379,14,1,yes,1,1,2,High,services,10
10000380,24,4,yes,2,1,2,High,features,8
10000381,5,1,yes,2,1,2,High,navigation,7
10000382,29,4,yes,2,1,3,High,price,10
10000383,14,2,yes,2,1,2,High,features,6
10000384,10,2,yes,2,1,3,High,features,7
10000385,23,1,yes,2,1,2,High,reliability,6
10000386,2,1,yes,2,1,2,High,price,8
10000387,2,1,yes,1,1,1,High,features,9
10000388,19,1,yes,2,1,1,High,reliability,7
10000389,15,1,no,2,1,2,High,reliability,7
10000390,3,1,no,1,1,2,High,price,6
10000391,18,3,yes,2,1,2,High,price,10
10000392,15,3,yes,2,1,2,High,other,10
10000393,12,1,yes,1,1,2,High,features,6
10000394,19,2,yes,2,1,1,High,support,10
10000395,23,1,yes,2,1,2,High,services,10
10000396,1,4,no,2,1,2,High,features,6
10000397,7,2,no,2,1,2,High,speed,6
10000398,7,2,no,2,1,2,High,security,9
10000399,6,3,yes,2,1,3,High,price,6
10000400,25,1,yes,2,1,2,High,features,10
10000401,21,1,yes,2,1,2,High,price,9
10000402,13,1,yes,2,1,1,High,services,6
10000403,6,3,yes,2,1,2,High,price,9
10000404,29,1,yes,2,1,1,High,reliability,10
10000405,4,1,yes,2,1,2,High,reliability,7
10000407,2,1,yes,2,1,3,High,reliability,8
10000408,3,1,no,2,1,2,High,features,8
10000409,22,1,yes,2,1,2,High,navigation,10
10000410,7,3,yes,1,1,3,High,price,8
10000411,7,1,yes,2,1,2,High,features,9
10000412,23,2,yes,2,1,1,High,speed,8
10000413,29,2,yes,2,1,1,High,speed,8
10000414,12,1,yes,2,1,1,High,reliability,7
10000415,22,1,yes,2,1,2,High,price,6
10000416,2,2,yes,2,1,1,High,features,9
10000417,25,1,yes,2,1,2,High,speed,6
10000418,20,1,yes,2,1,2,High,services,6
10000419,22,3,yes,2,1,2,High,price,6
10000420,15,2,yes,2,1,1,High,features,10
10000421,23,1,yes,2,1,2,High,price,9
10000422,14,1,yes,2,1,2,High,reliability,7
10000423,5,2,yes,2,1,2,High,speed,7
10000424,6,1,yes,2,1,2,High,price,7
10000425,11,3,yes,2,1,2,High,price,6
10000426,18,1,yes,2,1,2,High,price,10
10000427,23,1,yes,2,1,2,High,reliability,9
10000428,1,1,no,2,1,2,High,price,10
10000429,17,2,yes,2,1,1,High,speed,8
10000430,14,1,no,2,1,3,High,features,9
10000431,7,1,yes,2,1,2,High,reliability,7
10000432,1,3,yes,2,1,2,High,services,9
10000433,8,2,yes,2,1,1,High,features,10
10000434,17,1,yes,2,1,2,High,price,7
10000435,47,1,yes,2,1,1,High,support,6
10000436,15,1,yes,2,1,2,High,features,7
10000437,26,1,yes,2,1,3,High,reliability,6
10000438,19,4,yes,2,1,2,High,support,6
10000439,28,1,yes,2,1,1,High,services,10
10000440,18,4,yes,2,1,2,High,price,9
10000441,28,1,yes,2,1,2,High,features,9
10000442,20,1,no,2,1,2,High,services,9
10000443,14,4,yes,2,1,3,High,speed,6
10000444,23,2,yes,1,1,2,High,speed,8
10000445,3,1,yes,1,1,2,High,price,8
10000446,20,1,yes,1,1,2,High,price,7
10000447,21,1,yes,1,1,1,High,reliability,7
10000448,17,1,no,2,1,1,High,price,8
10000449,27,1,yes,2,1,2,High,price,8
10000450,9,1,no,2,1,3,High,price,9
10000451,21,3,yes,2,1,2,High,price,7
10000452,3,1,yes,2,1,2,High,price,8
10000453,27,3,yes,2,1,2,High,navigation,8
10000454,9,3,yes,2,1,1,High,services,9
10000455,18,1,no,1,1,1,High,security,6
10000456,27,1,yes,2,1,1,High,reliability,6
10000457,2,3,yes,2,1,2,High,price,9
10000458,12,1,yes,2,1,2,High,price,9
10000459,11,2,yes,2,1,2,High,support,7
10000460,5,1,yes,2,1,3,High,services,7
10000461,15,3,yes,2,1,1,High,other,6
10000462,22,4,yes,2,1,2,High,price,9
10000463,11,1,yes,2,1,2,High,price,7
10000464,12,3,yes,2,1,2,High,price,8
10000465,6,2,yes,2,1,2,High,speed,6
10000466,26,1,yes,2,1,1,High,speed,7
10000467,29,1,yes,2,1,1,High,reliability,6
10000468,19,1,yes,2,1,1,High,speed,8
10000469,5,3,yes,2,1,2,High,price,8
10000470,15,1,yes,2,1,2,High,features,8
10000471,10,1,yes,1,1,2,High,features,6
10000472,11,1,no,2,1,2,High,price,9
10000473,4,1,yes,2,1,1,High,services,8
10000474,7,3,no,2,1,3,High,speed,9
10000475,12,1,yes,1,1,3,High,price,10
10000476,21,2,yes,1,1,3,High,speed,10
10000477,27,4,yes,2,1,2,High,features,6
10000478,17,3,yes,2,1,2,High,price,9
10000479,18,1,yes,2,1,2,High,features,7
10000480,4,1,yes,2,1,2,High,price,6
10000481,24,1,yes,2,1,2,High,price,7
10000482,25,2,no,2,1,2,High,navigation,10
10000483,2,1,yes,2,1,3,High,price,8
10000484,10,1,yes,2,1,1,High,reliability,7
10000485,2,1,yes,2,1,3,High,price,7
10000486,29,1,yes,2,1,3,High,price,10
10000487,26,1,yes,2,1,2,High,price,9
10000488,6,1,yes,2,1,1,High,features,9
10000490,26,4,no,2,1,1,High,features,10
10000491,23,2,yes,1,1,1,High,speed,8
10000492,17,1,yes,2,1,2,High,price,10
10000493,21,1,yes,2,1,2,High,price,9
10000494,22,3,yes,2,1,2,High,price,9
10000495,29,1,yes,2,1,3,High,security,7
10000496,3,1,yes,2,1,1,High,price,8
10000497,47,1,no,2,1,2,High,security,8
10000499,13,1,yes,2,1,2,High,security,6
10000500,4,1,yes,2,1,2,High,reliability,7
10000501,18,3,yes,1,1,2,High,price,8
10000502,17,1,yes,2,1,3,High,speed,6
10000503,18,1,yes,1,1,2,High,design,10
10000504,24,4,no,1,1,2,High,reliability,6
10000505,10,3,yes,2,1,2,High,price,8
10000506,21,1,yes,1,1,2,High,features,7
10000507,12,2,yes,2,1,1,High,price,8
10000508,8,4,yes,2,1,1,High,speed,9
10000509,12,2,no,2,1,2,High,speed,6
10000510,23,1,yes,2,1,2,High,reliability,10
10000511,9,2,yes,2,1,1,High,speed,10
10000512,10,3,yes,2,1,2,High,security,7
10000513,22,1,yes,2,1,2,High,price,10
10000515,29,2,yes,2,1,2,High,speed,7
10000516,2,4,yes,2,1,3,High,speed,7
10000517,20,1,yes,1,1,3,High,reliability,6
10000519,7,3,yes,2,1,2,High,other,7
10000520,12,1,yes,2,1,1,High,services,10
10000522,18,1,yes,2,1,2,High,reliability,10
10000523,25,1,yes,2,1,3,High,price,9
10000524,5,1,yes,2,1,2,High,price,9
10000525,1,3,yes,2,1,2,High,price,6
10000526,29,4,yes,2,1,2,High,price,7
10000527,13,3,yes,2,1,2,High,price,7
10000528,13,1,yes,2,1,2,High,price,9
10000529,4,1,yes,2,1,3,High,services,10
10000530,13,3,yes,2,1,2,High,features,6
10000531,24,1,yes,2,1,1,High,reliability,10
10000532,7,1,yes,2,1,1,High,navigation,8
10000533,12,1,yes,2,1,2,High,reliability,7
10000534,1,4,yes,2,1,3,High,price,6
10000535,18,1,yes,2,1,2,High,price,8
10000536,2,2,yes,2,1,2,High,support,7
10000537,25,1,yes,2,1,2,High,services,7
10000538,29,1,yes,1,1,3,High,services,6
10000539,23,1,yes,2,1,2,High,reliability,6
10000540,1,2,yes,2,1,1,High,usability,6
10000541,22,4,yes,2,1,2,High,support,9
10000542,28,1,yes,2,1,2,High,price,10
10000543,22,1,yes,2,1,2,High,reliability,9
10000544,14,3,yes,2,1,3,High,services,6
10000545,20,1,yes,2,1,3,High,reliability,10
10000546,11,4,yes,2,1,3,High,price,7
10000547,26,1,yes,2,1,2,High,features,8
10000548,26,1,no,2,1,2,High,price,9
10000549,1,1,yes,2,1,3,High,reliability,7
10000550,6,1,yes,2,1,2,High,design,8
10000551,21,1,yes,2,1,2,High,features,8
10000552,23,1,yes,1,1,3,High,services,8
10000553,5,3,yes,1,1,2,High,price,6
10000554,24,4,yes,2,1,2,High,speed,7
10000555,18,1,yes,2,1,2,High,navigation,10
10000556,26,1,no,2,1,2,High,price,10
10000557,21,4,yes,2,1,2,High,features,8
10000558,10,1,yes,2,1,2,High,price,6
10000559,12,3,yes,1,1,1,High,price,6
10000560,22,4,no,2,1,2,High,features,9
10000561,27,1,no,2,1,2,High,services,7
10000562,41,1,yes,1,1,2,High,security,6
10000563,29,1,no,2,1,2,High,design,9
10000564,6,1,yes,2,1,2,High,features,6
10000565,19,3,yes,2,1,2,High,price,9
10000566,11,1,yes,2,1,2,High,services,7
10000567,17,3,yes,1,1,3,High,price,6
10000568,23,1,yes,2,1,3,High,features,9
10000569,6,3,yes,2,1,3,High,services,7
10000570,14,2,yes,2,1,2,High,speed,7
10000571,11,3,yes,2,1,2,High,features,6
10000572,28,3,yes,2,1,2,High,price,9
10000573,1,1,yes,2,1,2,High,price,6
10000574,26,1,yes,2,1,2,High,services,7
10000575,19,1,yes,2,1,1,High,features,6
10000576,20,3,yes,1,1,2,High,price,9
10000577,28,1,yes,2,1,1,High,features,10
10000578,16,1,yes,2,1,2,High,features,8
10000579,12,3,yes,2,1,3,High,reliability,10
10000580,12,1,no,1,1,2,High,security,8
10000581,17,1,yes,2,1,3,High,services,9
10000582,23,1,no,2,1,3,High,services,8
10000583,25,1,yes,2,1,2,High,services,8
10000584,8,1,no,2,1,2,High,price,8
10000585,15,2,no,2,1,2,High,features,6
10000586,6,1,yes,2,1,2,High,support,8
10000587,22,1,yes,2,1,2,High,price,10
10000588,28,1,yes,2,1,2,High,price,8
10000589,6,4,yes,2,1,1,High,services,10
10000590,23,3,yes,1,1,2,High,price,9
10000591,5,1,yes,1,1,2,High,price,7
10000592,19,1,yes,1,1,2,High,price,6
10000593,18,4,no,2,1,2,High,features,7
10000594,26,3,yes,1,1,2,High,price,7
10000595,5,1,yes,2,1,2,High,support,9
10000596,13,1,yes,1,1,2,High,services,10
10000597,10,2,yes,2,1,1,High,features,7
10000598,19,2,yes,2,1,3,High,speed,7
10000599,5,3,yes,2,1,2,High,services,8
10000600,2,1,yes,2,1,2,High,price,8
10000601,11,4,yes,2,1,2,High,features,9
10000602,14,2,yes,2,1,2,High,speed,10
10000604,7,3,yes,2,1,2,High,price,9
10000605,27,3,yes,2,1,2,High,price,7
10000606,26,4,yes,2,1,1,High,features,8
10000607,2,1,no,2,1,2,High,features,9
10000608,11,1,yes,1,1,3,High,features,6
10000609,28,1,yes,2,1,2,High,features,8
10000610,27,3,yes,2,1,2,High,security,9
10000611,11,2,yes,2,1,1,High,speed,7
10000612,29,1,yes,2,1,2,High,navigation,8
10000613,20,1,yes,2,1,3,High,features,9
